gene	tx_id	gene_recovery	transcript_recovery	tx_perc_recovery	tx_rank
SPEG	NM_005876	5.0	5.0	100.0	1.0
GMPPA	NM_013335	8.0	4.0	50.0	1.0
GMPPA	NM_205847	8.0	4.0	50.0	1.0
OBSL1	NM_015311	41.0	14.0	34.146341463414636	1.0
OBSL1	NM_001173431	41.0	14.0	34.146341463414636	1.0
EPHA4	NM_001304536	3.0	1.0	33.33333333333333	1.0
EPHA4	NM_001304537	3.0	1.0	33.33333333333333	1.0
EPHA4	NM_004438	3.0	1.0	33.33333333333333	1.0
PAX3	NM_001127366	364.0	51.0	14.010989010989011	1.0
PAX3	NM_181459	364.0	51.0	14.010989010989011	1.0
PAX3	NM_181458	364.0	51.0	14.010989010989011	1.0
PAX3	NM_181457	364.0	51.0	14.010989010989011	1.0
FARSB	NM_005687	12.0	6.0	50.0	1.0
FARSB	NR_130154	12.0	6.0	50.0	1.0
MRPL44	NM_022915	2.0	2.0	100.0	1.0
CUL3	NM_003590	26.0	9.0	34.61538461538461	1.0
CUL3	NM_001257198	26.0	9.0	34.61538461538461	1.0
IRS1	NM_005544	2.0	2.0	100.0	1.0
COL4A4	NM_000092	101.0	101.0	100.0	1.0
COL4A3	NM_000091	108.0	108.0	100.0	1.0
MFF	NM_001277061	38.0	4.0	10.526315789473683	1.0
MFF	NM_001277063	38.0	4.0	10.526315789473683	1.0
MFF	NM_001277062	38.0	4.0	10.526315789473683	1.0
MFF	NM_001277064	38.0	4.0	10.526315789473683	1.0
MFF	NM_001277065	38.0	4.0	10.526315789473683	1.0
MFF	NM_001277066	38.0	4.0	10.526315789473683	1.0
MFF	NM_020194	38.0	4.0	10.526315789473683	1.0
MFF	NM_001277068	38.0	4.0	10.526315789473683	1.0
SLC19A3	NM_025243	26.0	26.0	100.0	1.0
TRIP12	NM_001284214	45.0	12.0	26.666666666666668	1.0
TRIP12	NM_001284215	45.0	12.0	26.666666666666668	1.0
SP110	NM_004509	28.0	7.0	25.0	1.0
SP110	NM_080424	28.0	7.0	25.0	1.0
SP110	NM_001185015	28.0	7.0	25.0	1.0
SP110	NM_004510	28.0	7.0	25.0	1.0
ARMC9	NM_025139	18.0	6.0	33.33333333333333	1.0
ARMC9	NM_001291656	18.0	6.0	33.33333333333333	1.0
ARMC9	NM_001271466	18.0	6.0	33.33333333333333	1.0
PDE6D	NM_002601	1.0	1.0	100.0	1.0
DIS3L2	NM_152383	23.0	7.0	30.434782608695656	1.0
DIS3L2	NR_046476	23.0	7.0	30.434782608695656	1.0
ECEL1	NM_001290787	36.0	18.0	50.0	1.0
ECEL1	NM_004826	36.0	18.0	50.0	1.0
PRSS56	NM_001195129	9.0	9.0	100.0	1.0
CHRND	NM_000751	46.0	13.0	28.26086956521739	1.0
CHRND	NM_001311196	46.0	13.0	28.26086956521739	1.0
CHRNG	NM_005199	16.0	16.0	100.0	1.0
GIGYF2	NM_015575	5.0	1.0	20.0	1.0
GIGYF2	NM_001103147	5.0	1.0	20.0	1.0
GIGYF2	NM_001103146	5.0	1.0	20.0	1.0
GIGYF2	NM_001103148	5.0	1.0	20.0	1.0
GIGYF2	NR_103492	5.0	1.0	20.0	1.0
KCNJ13	NM_002242	13.0	5.0	38.46153846153847	1.0
SAG	NM_000541	6.0	6.0	100.0	1.0
UGT1A8	NM_019076	9.0	9.0	100.0	1.0
UGT1A10	NM_019075	9.0	9.0	100.0	1.0
UGT1A9	NM_021027	9.0	9.0	100.0	1.0
UGT1A7	NM_019077	9.0	9.0	100.0	1.0
UGT1A6	NM_205862	18.0	9.0	50.0	1.0
UGT1A6	NM_001072	18.0	9.0	50.0	1.0
UGT1A5	NM_019078	9.0	9.0	100.0	1.0
UGT1A4	NM_007120	9.0	9.0	100.0	1.0
UGT1A3	NM_019093	9.0	9.0	100.0	1.0
UGT1A1	NM_000463	20.0	20.0	100.0	1.0
COL6A3	NM_057167	161.0	48.0	29.81366459627329	1.0
COL6A3	NM_004369	161.0	48.0	29.81366459627329	1.0
MLPH	NR_104019	19.0	4.0	21.052631578947366	1.0
MLPH	NM_024101	19.0	4.0	21.052631578947366	1.0
MLPH	NM_001042467	19.0	4.0	21.052631578947366	1.0
MLPH	NM_001281473	19.0	4.0	21.052631578947366	1.0
PER2	NM_022817	2.0	2.0	100.0	1.0
TRAF3IP1	NM_015650	14.0	7.0	50.0	1.0
TRAF3IP1	NM_001139490	14.0	7.0	50.0	1.0
TWIST2	NM_001271893	14.0	7.0	50.0	1.0
TWIST2	NM_057179	14.0	7.0	50.0	1.0
HDAC4	NM_006037	1.0	1.0	100.0	1.0
NDUFA10	NR_136158	28.0	4.0	14.285714285714285	1.0
NDUFA10	NR_136157	28.0	4.0	14.285714285714285	1.0
NDUFA10	NM_001322020	28.0	4.0	14.285714285714285	1.0
NDUFA10	NM_004544	28.0	4.0	14.285714285714285	1.0
NDUFA10	NR_136156	28.0	4.0	14.285714285714285	1.0
NDUFA10	NR_136155	28.0	4.0	14.285714285714285	1.0
NDUFA10	NM_001322019	28.0	4.0	14.285714285714285	1.0
KIF1A	NM_001244008	261.0	53.0	20.306513409961685	1.0
AGXT	NM_000030	145.0	145.0	100.0	1.0
D2HGDH	NM_152783	22.0	8.0	36.36363636363637	1.0
D2HGDH	NM_001287249	22.0	8.0	36.36363636363637	1.0
GAL3ST2	NM_022134	1.0	1.0	100.0	1.0
CNTN6	NM_014461	3.0	1.0	33.33333333333333	1.0
CNTN6	NM_001289080	3.0	1.0	33.33333333333333	1.0
CNTN6	NM_001289081	3.0	1.0	33.33333333333333	1.0
TRNT1	NM_182916	26.0	13.0	50.0	1.0
TRNT1	NM_001302946	26.0	13.0	50.0	1.0
CRBN	NM_001173482	4.0	2.0	50.0	1.0
CRBN	NM_016302	4.0	2.0	50.0	1.0
SUMF1	NM_001164674	55.0	19.0	34.54545454545455	1.0
SUMF1	NM_182760	55.0	19.0	34.54545454545455	1.0
ITPR1	NM_001099952	78.0	26.0	33.33333333333333	1.0
ITPR1	NM_001168272	78.0	26.0	33.33333333333333	1.0
ITPR1	NM_002222	78.0	26.0	33.33333333333333	1.0
GRM7	NM_181874	6.0	3.0	50.0	1.0
GRM7	NM_000844	6.0	3.0	50.0	1.0
CAV3	NM_033337	42.0	21.0	50.0	1.0
CAV3	NM_001234	42.0	21.0	50.0	1.0
SETD5	NM_001292043	84.0	42.0	50.0	1.0
SETD5	NM_001080517	84.0	42.0	50.0	1.0
BRPF1	NM_001319050	87.0	22.0	25.287356321839084	1.0
BRPF1	NM_001003694	87.0	22.0	25.287356321839084	1.0
BRPF1	NM_004634	87.0	22.0	25.287356321839084	1.0
RPUSD3	NM_001142547	4.0	2.0	50.0	1.0
RPUSD3	NM_173659	4.0	2.0	50.0	1.0
CIDEC	NM_001321144	7.0	1.0	14.285714285714285	1.0
CIDEC	NM_001199552	7.0	1.0	14.285714285714285	1.0
CIDEC	NM_001199551	7.0	1.0	14.285714285714285	1.0
CIDEC	NM_001321143	7.0	1.0	14.285714285714285	1.0
CIDEC	NM_001321142	7.0	1.0	14.285714285714285	1.0
CIDEC	NM_022094	7.0	1.0	14.285714285714285	1.0
CIDEC	NM_001199623	7.0	1.0	14.285714285714285	1.0
JAGN1	NM_032492	8.0	8.0	100.0	1.0
IL17RC	NM_153460	21.0	3.0	14.285714285714285	1.0
IL17RC	NM_001203263	21.0	3.0	14.285714285714285	1.0
IL17RC	NM_001203264	21.0	3.0	14.285714285714285	1.0
IL17RC	NR_037807	21.0	3.0	14.285714285714285	1.0
IL17RC	NM_032732	21.0	3.0	14.285714285714285	1.0
IL17RC	NM_001203265	21.0	3.0	14.285714285714285	1.0
IL17RC	NM_153461	21.0	3.0	14.285714285714285	1.0
CRELD1	NM_015513	9.0	3.0	33.33333333333333	1.0
CRELD1	NM_001031717	9.0	3.0	33.33333333333333	1.0
CRELD1	NM_001077415	9.0	3.0	33.33333333333333	1.0
FANCD2	NM_001018115	24.0	8.0	33.33333333333333	1.0
FANCD2	NM_033084	24.0	8.0	33.33333333333333	1.0
FANCD2	NM_001319984	24.0	8.0	33.33333333333333	1.0
VHL	NM_000551	347.0	201.0	57.925072046109506	1.0
ATP2B2	NM_001330611	3.0	1.0	33.33333333333333	1.0
ATP2B2	NM_001683	3.0	1.0	33.33333333333333	1.0
ATP2B2	NM_001001331	3.0	1.0	33.33333333333333	1.0
SLC6A1	NM_003042	41.0	41.0	100.0	1.0
PPARG	NM_138712	78.0	17.0	21.794871794871796	1.0
PPARG	NM_005037	78.0	17.0	21.794871794871796	1.0
PPARG	NM_138711	78.0	17.0	21.794871794871796	1.0
PPARG	NM_015869	78.0	17.0	21.794871794871796	1.0
TSEN2	NR_135607	63.0	8.0	12.698412698412698	1.0
TSEN2	NM_001321278	63.0	8.0	12.698412698412698	1.0
TSEN2	NM_001321277	63.0	8.0	12.698412698412698	1.0
TSEN2	NM_001145393	63.0	8.0	12.698412698412698	1.0
TSEN2	NM_025265	63.0	8.0	12.698412698412698	1.0
TSEN2	NM_001145392	63.0	8.0	12.698412698412698	1.0
TSEN2	NM_001321279	63.0	8.0	12.698412698412698	1.0
RAF1	NM_002880	38.0	38.0	100.0	1.0
WNT7A	NM_004625	5.0	5.0	100.0	1.0
TMEM43	NM_024334	4.0	4.0	100.0	1.0
XPC	NM_004628	84.0	44.0	52.38095238095239	1.0
CCDC174	NM_016474	2.0	1.0	50.0	1.0
CCDC174	NR_135523	2.0	1.0	50.0	1.0
COLQ	NM_005677	63.0	22.0	34.92063492063492	1.0
BTD	NM_001281724	714.0	136.0	19.047619047619047	1.0
BTD	NM_001323582	714.0	136.0	19.047619047619047	1.0
BTD	NM_000060	714.0	136.0	19.047619047619047	1.0
SGO1	NM_138484	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001012412	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001012410	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001199256	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001199257	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001199254	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001199252	15.0	1.0	6.666666666666667	1.0
SGO1	NR_131180	15.0	1.0	6.666666666666667	1.0
SGO1	NR_131179	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001012413	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001012411	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001012409	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001199255	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001199253	15.0	1.0	6.666666666666667	1.0
SGO1	NM_001199251	15.0	1.0	6.666666666666667	1.0
NR1D2	NR_110524	3.0	1.0	33.33333333333333	1.0
NR1D2	NM_005126	3.0	1.0	33.33333333333333	1.0
NR1D2	NM_001145425	3.0	1.0	33.33333333333333	1.0
THRB	NM_001128176	208.0	52.0	25.0	1.0
THRB	NM_000461	208.0	52.0	25.0	1.0
THRB	NM_001128177	208.0	52.0	25.0	1.0
THRB	NM_001252634	208.0	52.0	25.0	1.0
RARB	NM_001290216	74.0	8.0	10.81081081081081	1.0
RARB	NM_001290300	74.0	8.0	10.81081081081081	1.0
RARB	NM_000965	74.0	8.0	10.81081081081081	1.0
RARB	NM_001290276	74.0	8.0	10.81081081081081	1.0
RARB	NR_110892	74.0	8.0	10.81081081081081	1.0
RARB	NM_016152	74.0	8.0	10.81081081081081	1.0
RARB	NM_001290266	74.0	8.0	10.81081081081081	1.0
RARB	NM_001290217	74.0	8.0	10.81081081081081	1.0
TOP2B	NM_001330700	2.0	1.0	50.0	1.0
TOP2B	NM_001068	2.0	1.0	50.0	1.0
NGLY1	NM_018297	82.0	21.0	25.609756097560975	1.0
NGLY1	NM_001145293	82.0	21.0	25.609756097560975	1.0
TGFBR2	NM_001024847	100.0	50.0	50.0	1.0
TGFBR2	NM_003242	100.0	50.0	50.0	1.0
TRIM71	NM_001039111	2.0	2.0	100.0	1.0
GLB1	NM_000404	189.0	51.0	26.984126984126984	1.0
GLB1	NM_001317040	189.0	51.0	26.984126984126984	1.0
CRTAP	NM_006371	9.0	9.0	100.0	1.0
MLH1	NM_000249	3857.0	601.0	15.582058594762769	1.0
PLCD1	NM_006225	12.0	4.0	33.33333333333333	1.0
PLCD1	NM_001130964	12.0	4.0	33.33333333333333	1.0
PLCD1	NR_024071	12.0	4.0	33.33333333333333	1.0
MYD88	NM_001172567	18.0	4.0	22.22222222222222	1.0
MYD88	NM_002468	18.0	4.0	22.22222222222222	1.0
MYD88	NM_001172568	18.0	4.0	22.22222222222222	1.0
ACVR2B	NM_001106	1.0	1.0	100.0	1.0
SCN5A	NM_000335	1026.0	174.0	16.95906432748538	1.0
SCN5A	NM_198056	1026.0	174.0	16.95906432748538	1.0
SCN10A	NM_001293307	6.0	2.0	33.33333333333333	1.0
SCN10A	NM_001293306	6.0	2.0	33.33333333333333	1.0
SCN10A	NM_006514	6.0	2.0	33.33333333333333	1.0
SCN11A	NM_001287223	14.0	7.0	50.0	1.0
SCN11A	NM_014139	14.0	7.0	50.0	1.0
TTC21A	NM_145755	6.0	3.0	50.0	1.0
TTC21A	NM_001105513	6.0	3.0	50.0	1.0
XIRP1	NM_001198621	2.0	1.0	50.0	1.0
XIRP1	NM_194293	2.0	1.0	50.0	1.0
SLC25A38	NM_017875	5.0	5.0	100.0	1.0
RPSA	NM_001304288	14.0	7.0	50.0	1.0
RPSA	NM_002295	14.0	7.0	50.0	1.0
CTNNB1	NM_001330729	300.0	75.0	25.0	1.0
CTNNB1	NM_001904	300.0	75.0	25.0	1.0
CTNNB1	NM_001098209	300.0	75.0	25.0	1.0
CTNNB1	NM_001098210	300.0	75.0	25.0	1.0
TRAK1	NM_001042646	9.0	2.0	22.22222222222222	1.0
TRAK1	NM_001265608	9.0	2.0	22.22222222222222	1.0
TRAK1	NM_001265609	9.0	2.0	22.22222222222222	1.0
TRAK1	NM_014965	9.0	2.0	22.22222222222222	1.0
KLHL40	NM_152393	10.0	10.0	100.0	1.0
POMGNT2	NM_032806	7.0	7.0	100.0	1.0
ANO10	NM_001346468	98.0	9.0	9.183673469387756	1.0
ANO10	NM_001346465	98.0	9.0	9.183673469387756	1.0
ANO10	NM_001204831	98.0	9.0	9.183673469387756	1.0
ANO10	NM_018075	98.0	9.0	9.183673469387756	1.0
ANO10	NM_001346463	98.0	9.0	9.183673469387756	1.0
ANO10	NM_001346464	98.0	9.0	9.183673469387756	1.0
ANO10	NM_001346467	98.0	9.0	9.183673469387756	1.0
ABHD5	NM_016006	11.0	11.0	100.0	1.0
LARS2	NM_015340	11.0	11.0	100.0	1.0
LZTFL1	NM_001276379	16.0	4.0	25.0	1.0
LZTFL1	NM_001276378	16.0	4.0	25.0	1.0
LZTFL1	NR_075080	16.0	4.0	25.0	1.0
LZTFL1	NM_020347	16.0	4.0	25.0	1.0
FYCO1	NM_024513	9.0	9.0	100.0	1.0
CCR5	NM_000579	1.0	1.0	100.0	1.0
TDGF1	NM_001174136	2.0	1.0	50.0	1.0
TDGF1	NM_003212	2.0	1.0	50.0	1.0
TMIE	NM_147196	6.0	6.0	100.0	1.0
MYL3	NM_000258	9.0	9.0	100.0	1.0
PTH1R	NM_000316	20.0	10.0	50.0	1.0
PTH1R	NM_001184744	20.0	10.0	50.0	1.0
NBEAL2	NM_015175	18.0	18.0	100.0	1.0
SETD2	NM_014159	11.0	11.0	100.0	1.0
PTPN23	NM_015466	24.0	12.0	50.0	1.0
PTPN23	NM_001304482	24.0	12.0	50.0	1.0
SMARCC1	NM_003074	5.0	5.0	100.0	1.0
DHX30	NM_001330990	21.0	7.0	33.33333333333333	1.0
DHX30	NM_014966	21.0	7.0	33.33333333333333	1.0
DHX30	NM_138615	21.0	7.0	33.33333333333333	1.0
TREX1	NM_016381	96.0	32.0	33.33333333333333	1.0
TREX1	NM_033629	96.0	32.0	33.33333333333333	1.0
TREX1	NM_007248	96.0	32.0	33.33333333333333	1.0
COL7A1	NM_000094	139.0	139.0	100.0	1.0
SLC25A20	NM_000387	11.0	11.0	100.0	1.0
P4HTM	NM_177938	5.0	3.0	60.0	1.0
WDR6	NM_001320546	3.0	1.0	33.33333333333333	1.0
WDR6	NM_018031	3.0	1.0	33.33333333333333	1.0
WDR6	NM_001320547	3.0	1.0	33.33333333333333	1.0
NDUFAF3	NM_199069	25.0	7.0	28.000000000000004	1.0
QRICH1	NM_001320584	40.0	5.0	12.5	1.0
QRICH1	NM_001320585	40.0	5.0	12.5	1.0
QRICH1	NM_198880	40.0	5.0	12.5	1.0
QRICH1	NM_017730	40.0	5.0	12.5	1.0
QRICH1	NM_001320583	40.0	5.0	12.5	1.0
QRICH1	NM_001320580	40.0	5.0	12.5	1.0
QRICH1	NM_001320582	40.0	5.0	12.5	1.0
QRICH1	NM_001320581	40.0	5.0	12.5	1.0
QARS	NR_073590	51.0	17.0	33.33333333333333	1.0
QARS	NM_001272073	51.0	17.0	33.33333333333333	1.0
QARS	NM_005051	51.0	17.0	33.33333333333333	1.0
USP19	NM_001199162	8.0	2.0	25.0	1.0
USP19	NM_001199161	8.0	2.0	25.0	1.0
USP19	NM_006677	8.0	2.0	25.0	1.0
USP19	NM_001199160	8.0	2.0	25.0	1.0
LAMB2	NM_002292	17.0	17.0	100.0	1.0
KLHDC8B	NM_173546	1.0	1.0	100.0	1.0
RHOA	NM_001313944	53.0	8.0	15.09433962264151	1.0
RHOA	NM_001313946	53.0	8.0	15.09433962264151	1.0
RHOA	NM_001313947	53.0	8.0	15.09433962264151	1.0
RHOA	NM_001664	53.0	8.0	15.09433962264151	1.0
RHOA	NM_001313943	53.0	8.0	15.09433962264151	1.0
RHOA	NM_001313941	53.0	8.0	15.09433962264151	1.0
AMT	NR_028435	169.0	36.0	21.301775147928996	1.0
AMT	NM_001164712	169.0	36.0	21.301775147928996	1.0
AMT	NM_000481	169.0	36.0	21.301775147928996	1.0
NICN1	NM_032316	8.0	8.0	100.0	1.0
DAG1	NM_001177643	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_001177644	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_001177634	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_001177640	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_001177642	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_001177636	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_001165928	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_001177637	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_001177638	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_001177641	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_004393	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_001177635	182.0	14.0	7.6923076923076925	1.0
DAG1	NM_001177639	182.0	14.0	7.6923076923076925	1.0
GMPPB	NM_021971	30.0	15.0	50.0	1.0
GMPPB	NM_013334	30.0	15.0	50.0	1.0
TRAIP	NM_005879	2.0	2.0	100.0	1.0
GNAT1	NM_144499	8.0	4.0	50.0	1.0
GNAT1	NM_000172	8.0	4.0	50.0	1.0
GNAI2	NM_001282619	24.0	4.0	16.666666666666664	1.0
GNAI2	NM_001282620	24.0	4.0	16.666666666666664	1.0
GNAI2	NM_001282617	24.0	4.0	16.666666666666664	1.0
GNAI2	NM_002070	24.0	4.0	16.666666666666664	1.0
GNAI2	NM_001282618	24.0	4.0	16.666666666666664	1.0
GNAI2	NM_001166425	24.0	4.0	16.666666666666664	1.0
HYAL1	NM_153281	10.0	2.0	20.0	1.0
HYAL1	NM_153282	10.0	2.0	20.0	1.0
HYAL1	NM_033159	10.0	2.0	20.0	1.0
HYAL1	NR_047690	10.0	2.0	20.0	1.0
ZMYND10	NM_001308379	14.0	7.0	50.0	1.0
ZMYND10	NM_015896	14.0	7.0	50.0	1.0
NPRL2	NM_006545	4.0	4.0	100.0	1.0
CYB561D2	NR_111913	2.0	1.0	50.0	1.0
CYB561D2	NR_111914	2.0	1.0	50.0	1.0
CACNA2D2	NM_006030	43.0	11.0	25.581395348837212	1.0
CACNA2D2	NM_001005505	43.0	11.0	25.581395348837212	1.0
CACNA2D2	NM_001174051	43.0	11.0	25.581395348837212	1.0
MAPKAPK3	NM_001243926	3.0	1.0	33.33333333333333	1.0
MAPKAPK3	NM_001243925	3.0	1.0	33.33333333333333	1.0
MAPKAPK3	NM_004635	3.0	1.0	33.33333333333333	1.0
DOCK3	NM_004947	2.0	2.0	100.0	1.0
ABHD14A	NM_001316331	4.0	4.0	100.0	1.0
ACY1	NM_000666	19.0	4.0	21.052631578947366	1.0
ACY1	NM_001198896	19.0	4.0	21.052631578947366	1.0
ACY1	NM_001198898	19.0	4.0	21.052631578947366	1.0
ACY1	NM_001198895	19.0	4.0	21.052631578947366	1.0
POC1A	NM_001161580	15.0	5.0	33.33333333333333	1.0
POC1A	NM_015426	15.0	5.0	33.33333333333333	1.0
POC1A	NM_001161581	15.0	5.0	33.33333333333333	1.0
GLYCTK	NR_026699	3.0	1.0	33.33333333333333	1.0
GLYCTK	NM_145262	3.0	1.0	33.33333333333333	1.0
GLYCTK	NR_026701	3.0	1.0	33.33333333333333	1.0
DNAH1	NM_015512	14.0	14.0	100.0	1.0
BAP1	NM_004656	65.0	65.0	100.0	1.0
TNNC1	NM_003280	9.0	9.0	100.0	1.0
PBRM1	NM_181042	1.0	1.0	100.0	1.0
NEK4	NM_001193533	2.0	1.0	50.0	1.0
NEK4	NM_003157	2.0	1.0	50.0	1.0
RFT1	NM_052859	11.0	11.0	100.0	1.0
PRKCD	NM_006254	6.0	2.0	33.33333333333333	1.0
PRKCD	NM_212539	6.0	2.0	33.33333333333333	1.0
PRKCD	NM_001316327	6.0	2.0	33.33333333333333	1.0
TKT	NM_001135055	12.0	3.0	25.0	1.0
TKT	NR_047580	12.0	3.0	25.0	1.0
TKT	NM_001064	12.0	3.0	25.0	1.0
TKT	NM_001258028	12.0	3.0	25.0	1.0
CACNA1D	NM_000720	7.0	3.0	42.857142857142854	1.0
WNT5A	NM_003392	14.0	7.0	50.0	1.0
WNT5A	NM_001256105	14.0	7.0	50.0	1.0
IL17RD	NM_001318864	10.0	5.0	50.0	1.0
IL17RD	NM_017563	10.0	5.0	50.0	1.0
HESX1	NM_003865	10.0	10.0	100.0	1.0
APPL1	NM_012096	2.0	2.0	100.0	1.0
FLNB	NM_001164317	181.0	45.0	24.861878453038674	1.0
FLNB	NM_001457	181.0	45.0	24.861878453038674	1.0
FLNB	NM_001164318	181.0	45.0	24.861878453038674	1.0
FLNB	NM_001164319	181.0	45.0	24.861878453038674	1.0
DNASE1L3	NM_001256560	4.0	2.0	50.0	1.0
DNASE1L3	NM_004944	4.0	2.0	50.0	1.0
PDHB	NM_001315536	11.0	3.0	27.27272727272727	1.0
PDHB	NM_000925	11.0	3.0	27.27272727272727	1.0
PDHB	NR_033384	11.0	3.0	27.27272727272727	1.0
ACOX2	NM_003500	2.0	2.0	100.0	1.0
ATXN7	NM_000333	2.0	1.0	50.0	1.0
ATXN7	NM_001177387	2.0	1.0	50.0	1.0
PRICKLE2	NM_198859	3.0	2.0	66.66666666666666	1.0
SLC25A26	NM_173471	9.0	3.0	33.33333333333333	1.0
SLC25A26	NR_028475	9.0	3.0	33.33333333333333	1.0
SLC25A26	NM_001164796	9.0	3.0	33.33333333333333	1.0
EOGT	NR_103826	12.0	4.0	33.33333333333333	1.0
EOGT	NM_173654	12.0	4.0	33.33333333333333	1.0
EOGT	NM_001278689	12.0	4.0	33.33333333333333	1.0
LMOD3	NM_001304418	14.0	7.0	50.0	1.0
LMOD3	NM_198271	14.0	7.0	50.0	1.0
MITF	NM_198159	175.0	25.0	14.285714285714285	1.0
MITF	NM_001184967	175.0	25.0	14.285714285714285	1.0
MITF	NM_006722	175.0	25.0	14.285714285714285	1.0
MITF	NM_198177	175.0	25.0	14.285714285714285	1.0
MITF	NM_000248	175.0	25.0	14.285714285714285	1.0
MITF	NM_198158	175.0	25.0	14.285714285714285	1.0
MITF	NM_198178	175.0	25.0	14.285714285714285	1.0
FOXP1	NM_032682	297.0	38.0	12.794612794612794	1.0
FOXP1	NM_001244816	297.0	38.0	12.794612794612794	1.0
FOXP1	NM_001244812	297.0	38.0	12.794612794612794	1.0
FOXP1	NM_001244814	297.0	38.0	12.794612794612794	1.0
FOXP1	NM_001244815	297.0	38.0	12.794612794612794	1.0
FOXP1	NM_001244813	297.0	38.0	12.794612794612794	1.0
PROK2	NM_021935	12.0	6.0	50.0	1.0
PROK2	NM_001126128	12.0	6.0	50.0	1.0
PDZRN3	NM_015009	6.0	2.0	33.33333333333333	1.0
ROBO2	NM_001128929	15.0	3.0	20.0	1.0
ROBO2	NM_001290040	15.0	3.0	20.0	1.0
ROBO2	NM_001290039	15.0	3.0	20.0	1.0
ROBO2	NM_001290065	15.0	3.0	20.0	1.0
ROBO2	NM_002942	15.0	3.0	20.0	1.0
GBE1	NM_000158	22.0	22.0	100.0	1.0
CHMP2B	NM_014043	8.0	4.0	50.0	1.0
CHMP2B	NM_001244644	8.0	4.0	50.0	1.0
POU1F1	NM_001122757	33.0	17.0	51.515151515151516	1.0
PROS1	NM_000313	52.0	26.0	50.0	1.0
PROS1	NM_001314077	52.0	26.0	50.0	1.0
ARL13B	NM_001174150	52.0	9.0	17.307692307692307	1.0
ARL13B	NM_182896	52.0	9.0	17.307692307692307	1.0
ARL13B	NM_001321328	52.0	9.0	17.307692307692307	1.0
ARL6	NR_136595	106.0	9.0	8.49056603773585	1.0
ARL6	NM_032146	106.0	9.0	8.49056603773585	1.0
ARL6	NR_103511	106.0	9.0	8.49056603773585	1.0
ARL6	NM_177976	106.0	9.0	8.49056603773585	1.0
ARL6	NR_136598	106.0	9.0	8.49056603773585	1.0
ARL6	NR_136597	106.0	9.0	8.49056603773585	1.0
ARL6	NM_001323513	106.0	9.0	8.49056603773585	1.0
ARL6	NR_136600	106.0	9.0	8.49056603773585	1.0
ARL6	NM_001278293	106.0	9.0	8.49056603773585	1.0
ARL6	NR_136601	106.0	9.0	8.49056603773585	1.0
CPOX	NM_000097	15.0	15.0	100.0	1.0
TBC1D23	NM_001199198	4.0	2.0	50.0	1.0
TBC1D23	NM_018309	4.0	2.0	50.0	1.0
TFG	NM_001007565	16.0	4.0	25.0	1.0
TFG	NM_006070	16.0	4.0	25.0	1.0
TFG	NM_001195479	16.0	4.0	25.0	1.0
TFG	NM_001195478	16.0	4.0	25.0	1.0
IMPG2	NM_016247	21.0	21.0	100.0	1.0
TRMT10C	NM_017819	2.0	2.0	100.0	1.0
ZBTB11	NM_014415	2.0	2.0	100.0	1.0
CEP97	NM_024548	1.0	1.0	100.0	1.0
IFT57	NM_018010	1.0	1.0	100.0	1.0
NECTIN3	NM_015480	3.0	1.0	33.33333333333333	1.0
NECTIN3	NM_001243286	3.0	1.0	33.33333333333333	1.0
NECTIN3	NM_001243288	3.0	1.0	33.33333333333333	1.0
CD96	NR_134917	4.0	1.0	25.0	1.0
CD96	NM_198196	4.0	1.0	25.0	1.0
CD96	NM_005816	4.0	1.0	25.0	1.0
CD96	NM_001318889	4.0	1.0	25.0	1.0
CFAP44	NM_001164496	10.0	6.0	60.0	1.0
ATP6V1A	NM_001690	8.0	8.0	100.0	1.0
ZBTB20	NM_015642	126.0	17.0	13.492063492063492	1.0
ZBTB20	NM_001164343	126.0	17.0	13.492063492063492	1.0
ZBTB20	NM_001164345	126.0	17.0	13.492063492063492	1.0
ZBTB20	NM_001164344	126.0	17.0	13.492063492063492	1.0
ZBTB20	NM_001164346	126.0	17.0	13.492063492063492	1.0
ZBTB20	NM_001164347	126.0	17.0	13.492063492063492	1.0
ZBTB20	NM_001164342	126.0	17.0	13.492063492063492	1.0
ARHGAP31	NM_020754	3.0	3.0	100.0	1.0
