tx_id	gene	gene_recovery	transcript_recovery	tx_perc_recovery
NM_145810	CDCA7	8.0	4.0	50.0
NM_001077269	WIPF1	2.0	1.0	50.0
NM_003387	WIPF1	2.0	1.0	50.0
NM_000079	CHRNA1	42.0	21.0	50.0
NM_001039523	CHRNA1	42.0	21.0	50.0
NR_038133	CHN1	37.0	8.0	21.62162162162162
NM_001025201	CHN1	37.0	11.0	29.72972972972973
NM_001822	CHN1	37.0	11.0	29.72972972972973
NM_001206602	CHN1	37.0	7.0	18.91891891891892
NR_130941	LNPK	12.0	2.0	16.666666666666664
NM_001305011	LNPK	12.0	2.0	16.666666666666664
NM_001305010	LNPK	12.0	2.0	16.666666666666664
NM_030650	LNPK	12.0	2.0	16.666666666666664
NM_001305009	LNPK	12.0	2.0	16.666666666666664
NM_001305008	LNPK	12.0	2.0	16.666666666666664
NM_000523	HOXD13	16.0	16.0	100.0
NM_002148	HOXD10	1.0	1.0	100.0
NM_001313903	NFE2L2	67.0	4.0	5.970149253731343
NM_001313902	NFE2L2	67.0	9.0	13.432835820895523
NM_006164	NFE2L2	67.0	9.0	13.432835820895523
NM_001313900	NFE2L2	67.0	9.0	13.432835820895523
NM_001313901	NFE2L2	67.0	9.0	13.432835820895523
NM_001313904	NFE2L2	67.0	9.0	13.432835820895523
NM_001145413	NFE2L2	67.0	9.0	13.432835820895523
NM_001145412	NFE2L2	67.0	9.0	13.432835820895523
NM_003659	AGPS	4.0	4.0	100.0
NM_001077197	PDE11A	13.0	4.0	30.76923076923077
NM_016953	PDE11A	13.0	5.0	38.46153846153847
NM_001077196	PDE11A	13.0	2.0	15.384615384615385
NM_001077358	PDE11A	13.0	2.0	15.384615384615385
NM_001316362	PRKRA	8.0	2.0	25.0
NM_003690	PRKRA	8.0	2.0	25.0
NM_001139517	PRKRA	8.0	2.0	25.0
NM_001139518	PRKRA	8.0	2.0	25.0
NM_001042702	DFNB59	12.0	12.0	100.0
NR_038272	TTN	4795.0	35.0	0.7299270072992701
NR_038271	TTN	4795.0	11.0	0.22940563086548488
NM_003319	TTN	4795.0	780.0	16.26694473409802
NM_133437	TTN	4795.0	780.0	16.26694473409802
NM_133432	TTN	4795.0	780.0	16.26694473409802
NM_133378	TTN	4795.0	787.0	16.412930135557875
NM_001256850	TTN	4795.0	797.0	16.62148070907195
NM_001267550	TTN	4795.0	799.0	16.663190823774766
NM_133379	TTN	4795.0	26.0	0.5422314911366006
NM_000885	ITGA4	2.0	2.0	100.0
NM_001316312	ITGA4	2.0	0.0	0.0
NM_001030312	CERKL	101.0	11.0	10.891089108910892
NR_027689	CERKL	101.0	15.0	14.85148514851485
NM_001160277	CERKL	101.0	15.0	14.85148514851485
NM_001030313	CERKL	101.0	12.0	11.881188118811881
NR_027690	CERKL	101.0	16.0	15.841584158415841
NM_201548	CERKL	101.0	16.0	15.841584158415841
NM_001030311	CERKL	101.0	16.0	15.841584158415841
NM_002500	NEUROD1	3.0	3.0	100.0
NM_173651	FSIP2	4.0	4.0	100.0
NR_144453	FSIP2	4.0	0.0	0.0
NR_144454	FSIP2	4.0	0.0	0.0
NM_000090	COL3A1	396.0	396.0	100.0
NM_000393	COL5A2	11.0	11.0	100.0
NM_014585	SLC40A1	20.0	20.0	100.0
NM_198047	HIBCH	25.0	12.0	48.0
NM_014362	HIBCH	25.0	13.0	52.0
NM_014905	GLS	12.0	6.0	50.0
NM_001256310	GLS	12.0	6.0	50.0
NM_007315	STAT1	80.0	40.0	50.0
NM_139266	STAT1	80.0	40.0	50.0
NM_018897	DNAH7	3.0	3.0	100.0
NM_020760	HECW2	20.0	10.0	50.0
NM_001304840	HECW2	20.0	10.0	50.0
NM_001321100	PGAP1	30.0	10.0	33.33333333333333
NM_001321099	PGAP1	30.0	10.0	33.33333333333333
NM_024989	PGAP1	30.0	10.0	33.33333333333333
NM_012433	SF3B1	18.0	18.0	100.0
NM_001005526	SF3B1	18.0	0.0	0.0
NM_001308824	SF3B1	18.0	0.0	0.0
NM_199440	HSPD1	8.0	4.0	50.0
NM_002156	HSPD1	8.0	4.0	50.0
NM_138395	MARS2	7.0	7.0	100.0
NM_015265	SATB2	181.0	57.0	31.491712707182316
NM_001172517	SATB2	181.0	57.0	31.491712707182316
NM_001172509	SATB2	181.0	57.0	31.491712707182316
NR_134967	SATB2	181.0	10.0	5.524861878453039
NR_026830	SATB2	181.0	0.0	0.0
NM_152524	SGO2	3.0	1.0	33.33333333333333
NM_001160033	SGO2	3.0	1.0	33.33333333333333
NM_001160046	SGO2	3.0	1.0	33.33333333333333
NM_001257102	NDUFB3	2.0	1.0	50.0
NM_002491	NDUFB3	2.0	1.0	50.0
NM_001306083	CASP10	26.0	1.0	3.8461538461538463
NM_032974	CASP10	26.0	5.0	19.230769230769234
NM_001206542	CASP10	26.0	4.0	15.384615384615385
NM_032977	CASP10	26.0	5.0	19.230769230769234
NM_032976	CASP10	26.0	4.0	15.384615384615385
NM_001206524	CASP10	26.0	3.0	11.538461538461538
NM_001230	CASP10	26.0	4.0	15.384615384615385
NM_001228	CASP8	13.0	2.0	15.384615384615385
NM_001080124	CASP8	13.0	2.0	15.384615384615385
NM_033355	CASP8	13.0	2.0	15.384615384615385
NM_033358	CASP8	13.0	1.0	7.6923076923076925
NR_111983	CASP8	13.0	2.0	15.384615384615385
NM_001080125	CASP8	13.0	2.0	15.384615384615385
NM_033356	CASP8	13.0	2.0	15.384615384615385
NM_001044385	TMEM237	14.0	7.0	50.0
NM_152388	TMEM237	14.0	7.0	50.0
NM_033066	MPP4	1.0	1.0	100.0
NM_020919	ALS2	32.0	25.0	78.125
NM_001135745	ALS2	32.0	7.0	21.875
NM_001204	BMPR2	292.0	292.0	100.0
NM_005214	CTLA4	22.0	11.0	50.0
NM_001037631	CTLA4	22.0	11.0	50.0
NM_201266	NRP2	5.0	1.0	20.0
NM_003872	NRP2	5.0	1.0	20.0
NM_201279	NRP2	5.0	1.0	20.0
NM_018534	NRP2	5.0	1.0	20.0
NM_201267	NRP2	5.0	1.0	20.0
NM_201264	NRP2	5.0	0.0	0.0
NM_001199982	NDUFS1	106.0	20.0	18.867924528301888
NM_001199983	NDUFS1	106.0	21.0	19.81132075471698
NM_001199981	NDUFS1	106.0	21.0	19.81132075471698
NM_005006	NDUFS1	106.0	22.0	20.754716981132077
NM_001199984	NDUFS1	106.0	22.0	20.754716981132077
NM_001959	EEF1B2	3.0	1.0	33.33333333333333
NM_001037663	EEF1B2	3.0	1.0	33.33333333333333
NM_021121	EEF1B2	3.0	1.0	33.33333333333333
NM_001136194	FASTKD2	18.0	6.0	33.33333333333333
NM_001136193	FASTKD2	18.0	6.0	33.33333333333333
NM_014929	FASTKD2	18.0	6.0	33.33333333333333
NM_006891	CRYGD	11.0	11.0	100.0
NM_020989	CRYGC	10.0	10.0	100.0
NM_005210	CRYGB	1.0	1.0	100.0
NM_014617	CRYGA	1.0	1.0	100.0
NM_005896	IDH1	6.0	2.0	33.33333333333333
NM_001282386	IDH1	6.0	2.0	33.33333333333333
NM_001282387	IDH1	6.0	2.0	33.33333333333333
NR_046452	IDH1	6.0	0.0	0.0
NM_015040	PIKFYVE	6.0	6.0	100.0
NM_001178000	PIKFYVE	6.0	0.0	0.0
NM_152671	PIKFYVE	6.0	0.0	0.0
NM_001309516	PTH2R	2.0	1.0	50.0
NM_005048	PTH2R	2.0	1.0	50.0
NM_032504	UNC80	54.0	27.0	50.0
NM_182587	UNC80	54.0	27.0	50.0
NM_079420	MYL1	2.0	1.0	50.0
NM_079422	MYL1	2.0	1.0	50.0
NM_001122633	CPS1	108.0	40.0	37.03703703703704
NM_001875	CPS1	108.0	40.0	37.03703703703704
NM_001122634	CPS1	108.0	28.0	25.925925925925924
NR_002763	CPS1	108.0	0.0	0.0
NM_001042599	ERBB4	20.0	10.0	50.0
NM_005235	ERBB4	20.0	10.0	50.0
NM_001282548	BARD1	665.0	37.0	5.56390977443609
NR_104215	BARD1	665.0	118.0	17.74436090225564
NM_001282543	BARD1	665.0	128.0	19.248120300751882
NM_001282545	BARD1	665.0	39.0	5.864661654135339
NR_104212	BARD1	665.0	120.0	18.045112781954884
NM_001282549	BARD1	665.0	31.0	4.661654135338346
NR_104216	BARD1	665.0	62.0	9.323308270676693
NM_000465	BARD1	665.0	130.0	19.548872180451127
NM_173076	ABCA12	97.0	34.0	35.051546391752574
NR_103740	ABCA12	97.0	34.0	35.051546391752574
NM_015657	ABCA12	97.0	29.0	29.896907216494846
NM_004044	ATIC	1.0	1.0	100.0
NM_001306132	FN1	153.0	16.0	10.457516339869281
NM_001306131	FN1	153.0	16.0	10.457516339869281
NM_001306130	FN1	153.0	16.0	10.457516339869281
NM_001306129	FN1	153.0	16.0	10.457516339869281
NM_212474	FN1	153.0	16.0	10.457516339869281
NM_212476	FN1	153.0	16.0	10.457516339869281
NM_212478	FN1	153.0	16.0	10.457516339869281
NM_002026	FN1	153.0	16.0	10.457516339869281
NM_212482	FN1	153.0	16.0	10.457516339869281
NM_054034	FN1	153.0	9.0	5.88235294117647
NM_014140	SMARCAL1	40.0	20.0	50.0
NM_001127207	SMARCAL1	40.0	20.0	50.0
NM_015488	PNKD	4.0	2.0	50.0
NM_001077399	PNKD	4.0	1.0	25.0
NM_022572	PNKD	4.0	1.0	25.0
NM_001271634	CNOT9	14.0	4.0	28.57142857142857
NM_005444	CNOT9	14.0	4.0	28.57142857142857
NR_073390	CNOT9	14.0	2.0	14.285714285714285
NM_001271635	CNOT9	14.0	4.0	28.57142857142857
NM_001320717	BCS1L	252.0	37.0	14.682539682539684
NM_001257344	BCS1L	252.0	37.0	14.682539682539684
NM_004328	BCS1L	252.0	37.0	14.682539682539684
NM_001257343	BCS1L	252.0	37.0	14.682539682539684
NM_001257342	BCS1L	252.0	37.0	14.682539682539684
NM_001079866	BCS1L	252.0	37.0	14.682539682539684
NM_001318836	BCS1L	252.0	30.0	11.904761904761903
NM_000784	CYP27A1	40.0	40.0	100.0
NM_017431	PRKAG3	1.0	1.0	100.0
NM_025216	WNT10A	22.0	22.0	100.0
NM_002181	IHH	11.0	11.0	100.0
NM_024782	NHEJ1	10.0	10.0	100.0
NM_005689	ABCB6	9.0	9.0	100.0
NM_001278552	TUBA4A	12.0	6.0	50.0
NM_006000	TUBA4A	12.0	6.0	50.0
NM_006736	DNAJB2	4.0	2.0	50.0
NM_001039550	DNAJB2	4.0	2.0	50.0
NM_001927	DES	45.0	45.0	100.0
NM_005876	SPEG	5.0	5.0	100.0
NM_001173476	SPEG	5.0	0.0	0.0
NM_013335	GMPPA	8.0	4.0	50.0
NM_205847	GMPPA	8.0	4.0	50.0
NM_015311	OBSL1	41.0	14.0	34.146341463414636
NM_001173431	OBSL1	41.0	14.0	34.146341463414636
NM_001173408	OBSL1	41.0	13.0	31.70731707317073
NM_001304536	EPHA4	3.0	1.0	33.33333333333333
NM_001304537	EPHA4	3.0	1.0	33.33333333333333
NM_004438	EPHA4	3.0	1.0	33.33333333333333
NM_001127366	PAX3	364.0	51.0	14.010989010989011
NM_181460	PAX3	364.0	48.0	13.186813186813188
NM_181461	PAX3	364.0	48.0	13.186813186813188
NM_181459	PAX3	364.0	51.0	14.010989010989011
NM_181458	PAX3	364.0	51.0	14.010989010989011
NM_181457	PAX3	364.0	51.0	14.010989010989011
NM_013942	PAX3	364.0	32.0	8.791208791208792
NM_000438	PAX3	364.0	32.0	8.791208791208792
NM_005687	FARSB	12.0	6.0	50.0
NR_130154	FARSB	12.0	6.0	50.0
NM_022915	MRPL44	2.0	2.0	100.0
NM_001257197	CUL3	26.0	8.0	30.76923076923077
NM_003590	CUL3	26.0	9.0	34.61538461538461
NM_001257198	CUL3	26.0	9.0	34.61538461538461
NM_005544	IRS1	2.0	2.0	100.0
NM_000092	COL4A4	101.0	101.0	100.0
NM_000091	COL4A3	108.0	108.0	100.0
NM_001277061	MFF	38.0	4.0	10.526315789473683
NM_001277063	MFF	38.0	4.0	10.526315789473683
NM_001277062	MFF	38.0	4.0	10.526315789473683
NM_001277064	MFF	38.0	4.0	10.526315789473683
NM_001277065	MFF	38.0	4.0	10.526315789473683
NM_001277066	MFF	38.0	4.0	10.526315789473683
NR_102266	MFF	38.0	3.0	7.894736842105263
NM_020194	MFF	38.0	4.0	10.526315789473683
NM_001277067	MFF	38.0	3.0	7.894736842105263
NM_001277068	MFF	38.0	4.0	10.526315789473683
NM_025243	SLC19A3	26.0	26.0	100.0
NM_001284216	TRIP12	45.0	10.0	22.22222222222222
NM_004238	TRIP12	45.0	11.0	24.444444444444443
NM_001284214	TRIP12	45.0	12.0	26.666666666666668
NM_001284215	TRIP12	45.0	12.0	26.666666666666668
NM_004509	SP110	28.0	7.0	25.0
NM_080424	SP110	28.0	7.0	25.0
NM_001185015	SP110	28.0	7.0	25.0
NM_004510	SP110	28.0	7.0	25.0
NM_025139	ARMC9	18.0	6.0	33.33333333333333
NM_001291656	ARMC9	18.0	6.0	33.33333333333333
NM_001271466	ARMC9	18.0	6.0	33.33333333333333
NM_001291018	PDE6D	1.0	0.0	0.0
NM_002601	PDE6D	1.0	1.0	100.0
NR_110994	PDE6D	1.0	0.0	0.0
NM_001257281	DIS3L2	23.0	4.0	17.391304347826086
NR_046477	DIS3L2	23.0	5.0	21.73913043478261
NM_152383	DIS3L2	23.0	7.0	30.434782608695656
NR_046476	DIS3L2	23.0	7.0	30.434782608695656
NM_001257282	DIS3L2	23.0	0.0	0.0
NM_001290787	ECEL1	36.0	18.0	50.0
NM_004826	ECEL1	36.0	18.0	50.0
NM_001195129	PRSS56	9.0	9.0	100.0
NM_000751	CHRND	46.0	13.0	28.26086956521739
NM_001311195	CHRND	46.0	10.0	21.73913043478261
NM_001311196	CHRND	46.0	13.0	28.26086956521739
NM_001256657	CHRND	46.0	10.0	21.73913043478261
NM_005199	CHRNG	16.0	16.0	100.0
NM_015575	GIGYF2	5.0	1.0	20.0
NM_001103147	GIGYF2	5.0	1.0	20.0
NM_001103146	GIGYF2	5.0	1.0	20.0
NM_001103148	GIGYF2	5.0	1.0	20.0
NR_103493	GIGYF2	5.0	0.0	0.0
NR_103494	GIGYF2	5.0	0.0	0.0
NR_103495	GIGYF2	5.0	0.0	0.0
NR_103492	GIGYF2	5.0	1.0	20.0
NM_001172417	KCNJ13	13.0	4.0	30.76923076923077
NM_001172416	KCNJ13	13.0	4.0	30.76923076923077
NM_002242	KCNJ13	13.0	5.0	38.46153846153847
NM_000541	SAG	6.0	6.0	100.0
NM_019076	UGT1A8	9.0	9.0	100.0
NM_019075	UGT1A10	9.0	9.0	100.0
NM_021027	UGT1A9	9.0	9.0	100.0
NM_019077	UGT1A7	9.0	9.0	100.0
NM_205862	UGT1A6	18.0	9.0	50.0
NM_001072	UGT1A6	18.0	9.0	50.0
NM_019078	UGT1A5	9.0	9.0	100.0
NM_007120	UGT1A4	9.0	9.0	100.0
NM_019093	UGT1A3	9.0	9.0	100.0
NM_000463	UGT1A1	20.0	20.0	100.0
NM_057166	COL6A3	161.0	43.0	26.70807453416149
NM_057167	COL6A3	161.0	48.0	29.81366459627329
NM_004369	COL6A3	161.0	48.0	29.81366459627329
NM_057164	COL6A3	161.0	10.0	6.211180124223603
NM_057165	COL6A3	161.0	12.0	7.453416149068323
NM_001281474	MLPH	19.0	3.0	15.789473684210526
NR_104019	MLPH	19.0	4.0	21.052631578947366
NM_024101	MLPH	19.0	4.0	21.052631578947366
NM_001042467	MLPH	19.0	4.0	21.052631578947366
NM_001281473	MLPH	19.0	4.0	21.052631578947366
NM_022817	PER2	2.0	2.0	100.0
NM_015650	TRAF3IP1	14.0	7.0	50.0
NM_001139490	TRAF3IP1	14.0	7.0	50.0
NM_001271893	TWIST2	14.0	7.0	50.0
NM_057179	TWIST2	14.0	7.0	50.0
NM_006037	HDAC4	1.0	1.0	100.0
NR_136158	NDUFA10	28.0	4.0	14.285714285714285
NR_136157	NDUFA10	28.0	4.0	14.285714285714285
NM_001322020	NDUFA10	28.0	4.0	14.285714285714285
NM_004544	NDUFA10	28.0	4.0	14.285714285714285
NR_136156	NDUFA10	28.0	4.0	14.285714285714285
NR_136155	NDUFA10	28.0	4.0	14.285714285714285
NM_001322019	NDUFA10	28.0	4.0	14.285714285714285
NM_004321	KIF1A	261.0	52.0	19.923371647509576
NM_001320705	KIF1A	261.0	52.0	19.923371647509576
NM_001330289	KIF1A	261.0	52.0	19.923371647509576
NM_001244008	KIF1A	261.0	53.0	20.306513409961685
NM_001330290	KIF1A	261.0	52.0	19.923371647509576
NM_000030	AGXT	145.0	145.0	100.0
NM_152783	D2HGDH	22.0	8.0	36.36363636363637
NR_109778	D2HGDH	22.0	6.0	27.27272727272727
NM_001287249	D2HGDH	22.0	8.0	36.36363636363637
NM_022134	GAL3ST2	1.0	1.0	100.0
NM_014461	CNTN6	3.0	1.0	33.33333333333333
NM_001289080	CNTN6	3.0	1.0	33.33333333333333
NM_001289081	CNTN6	3.0	1.0	33.33333333333333
NM_182916	TRNT1	26.0	13.0	50.0
NM_001302946	TRNT1	26.0	13.0	50.0
NM_001173482	CRBN	4.0	2.0	50.0
NM_016302	CRBN	4.0	2.0	50.0
NM_001164674	SUMF1	55.0	19.0	34.54545454545455
NM_001164675	SUMF1	55.0	17.0	30.909090909090907
NM_182760	SUMF1	55.0	19.0	34.54545454545455
NR_108075	ITPR1	78.0	0.0	0.0
NM_001099952	ITPR1	78.0	26.0	33.33333333333333
NM_001168272	ITPR1	78.0	26.0	33.33333333333333
NM_002222	ITPR1	78.0	26.0	33.33333333333333
NR_110123	GRM7	6.0	0.0	0.0
NR_110125	GRM7	6.0	0.0	0.0
NM_181874	GRM7	6.0	3.0	50.0
NM_000844	GRM7	6.0	3.0	50.0
NR_131906	GRM7	6.0	0.0	0.0
NR_046606	GRM7	6.0	0.0	0.0
NM_033337	CAV3	42.0	21.0	50.0
NM_001234	CAV3	42.0	21.0	50.0
NM_001292043	SETD5	84.0	42.0	50.0
NM_001080517	SETD5	84.0	42.0	50.0
NM_001319049	BRPF1	87.0	21.0	24.137931034482758
NM_001319050	BRPF1	87.0	22.0	25.287356321839084
NM_001003694	BRPF1	87.0	22.0	25.287356321839084
NM_004634	BRPF1	87.0	22.0	25.287356321839084
NM_001142547	RPUSD3	4.0	2.0	50.0
NM_173659	RPUSD3	4.0	2.0	50.0
NM_001321144	CIDEC	7.0	1.0	14.285714285714285
NM_001199552	CIDEC	7.0	1.0	14.285714285714285
NM_001199551	CIDEC	7.0	1.0	14.285714285714285
NM_001321143	CIDEC	7.0	1.0	14.285714285714285
NM_001321142	CIDEC	7.0	1.0	14.285714285714285
NM_022094	CIDEC	7.0	1.0	14.285714285714285
NM_001199623	CIDEC	7.0	1.0	14.285714285714285
NM_032492	JAGN1	8.0	8.0	100.0
NM_153460	IL17RC	21.0	3.0	14.285714285714285
NM_001203263	IL17RC	21.0	3.0	14.285714285714285
NM_001203264	IL17RC	21.0	3.0	14.285714285714285
NR_037807	IL17RC	21.0	3.0	14.285714285714285
NM_032732	IL17RC	21.0	3.0	14.285714285714285
NM_001203265	IL17RC	21.0	3.0	14.285714285714285
NM_153461	IL17RC	21.0	3.0	14.285714285714285
NM_015513	CRELD1	9.0	3.0	33.33333333333333
NM_001031717	CRELD1	9.0	3.0	33.33333333333333
NM_001077415	CRELD1	9.0	3.0	33.33333333333333
NM_001018115	FANCD2	24.0	8.0	33.33333333333333
NM_033084	FANCD2	24.0	8.0	33.33333333333333
NM_001319984	FANCD2	24.0	8.0	33.33333333333333
NM_000551	VHL	347.0	201.0	57.925072046109506
NM_198156	VHL	347.0	146.0	42.07492795389049
NM_001330611	ATP2B2	3.0	1.0	33.33333333333333
NM_001683	ATP2B2	3.0	1.0	33.33333333333333
NM_001001331	ATP2B2	3.0	1.0	33.33333333333333
NR_046766	ATP2B2	3.0	0.0	0.0
NM_003042	SLC6A1	41.0	41.0	100.0
NR_046647	SLC6A1	41.0	0.0	0.0
NM_138712	PPARG	78.0	17.0	21.794871794871796
NM_005037	PPARG	78.0	17.0	21.794871794871796
NM_138711	PPARG	78.0	17.0	21.794871794871796
NM_001330615	PPARG	78.0	10.0	12.82051282051282
NM_015869	PPARG	78.0	17.0	21.794871794871796
NR_135607	TSEN2	63.0	8.0	12.698412698412698
NM_001321278	TSEN2	63.0	8.0	12.698412698412698
NM_001321277	TSEN2	63.0	8.0	12.698412698412698
NM_001145393	TSEN2	63.0	8.0	12.698412698412698
NM_001145394	TSEN2	63.0	7.0	11.11111111111111
NM_025265	TSEN2	63.0	8.0	12.698412698412698
NM_001145392	TSEN2	63.0	8.0	12.698412698412698
NM_001321279	TSEN2	63.0	8.0	12.698412698412698
NM_002880	RAF1	38.0	38.0	100.0
NM_004625	WNT7A	5.0	5.0	100.0
NM_024334	TMEM43	4.0	4.0	100.0
NR_027299	XPC	84.0	40.0	47.61904761904761
NM_004628	XPC	84.0	44.0	52.38095238095239
NM_016474	CCDC174	2.0	1.0	50.0
NR_135523	CCDC174	2.0	1.0	50.0
NM_080539	COLQ	63.0	21.0	33.33333333333333
NM_005677	COLQ	63.0	22.0	34.92063492063492
NM_080538	COLQ	63.0	20.0	31.746031746031743
NM_001281723	BTD	714.0	133.0	18.627450980392158
NM_001281724	BTD	714.0	136.0	19.047619047619047
NM_001323582	BTD	714.0	136.0	19.047619047619047
NM_000060	BTD	714.0	136.0	19.047619047619047
NM_001281726	BTD	714.0	40.0	5.602240896358544
NM_001281725	BTD	714.0	133.0	18.627450980392158
NM_138484	SGO1	15.0	1.0	6.666666666666667
NM_001012412	SGO1	15.0	1.0	6.666666666666667
NM_001012410	SGO1	15.0	1.0	6.666666666666667
NM_001199256	SGO1	15.0	1.0	6.666666666666667
NM_001199257	SGO1	15.0	1.0	6.666666666666667
NM_001199254	SGO1	15.0	1.0	6.666666666666667
NM_001199252	SGO1	15.0	1.0	6.666666666666667
NR_131180	SGO1	15.0	1.0	6.666666666666667
NR_131179	SGO1	15.0	1.0	6.666666666666667
NM_001012413	SGO1	15.0	1.0	6.666666666666667
NM_001012411	SGO1	15.0	1.0	6.666666666666667
NM_001012409	SGO1	15.0	1.0	6.666666666666667
NM_001199255	SGO1	15.0	1.0	6.666666666666667
NM_001199253	SGO1	15.0	1.0	6.666666666666667
NM_001199251	SGO1	15.0	1.0	6.666666666666667
NR_132785	SGO1	15.0	0.0	0.0
NR_110524	NR1D2	3.0	1.0	33.33333333333333
NM_005126	NR1D2	3.0	1.0	33.33333333333333
NM_001145425	NR1D2	3.0	1.0	33.33333333333333
NM_001128176	THRB	208.0	52.0	25.0
NM_000461	THRB	208.0	52.0	25.0
NM_001128177	THRB	208.0	52.0	25.0
NM_001252634	THRB	208.0	52.0	25.0
NR_046244	THRB	208.0	0.0	0.0
NM_001290216	RARB	74.0	8.0	10.81081081081081
NM_001290300	RARB	74.0	8.0	10.81081081081081
NM_000965	RARB	74.0	8.0	10.81081081081081
NM_001290276	RARB	74.0	8.0	10.81081081081081
NM_001290277	RARB	74.0	5.0	6.756756756756757
NR_110893	RARB	74.0	5.0	6.756756756756757
NR_110892	RARB	74.0	8.0	10.81081081081081
NM_016152	RARB	74.0	8.0	10.81081081081081
NM_001290266	RARB	74.0	8.0	10.81081081081081
NM_001290217	RARB	74.0	8.0	10.81081081081081
NM_001330700	TOP2B	2.0	1.0	50.0
NM_001068	TOP2B	2.0	1.0	50.0
NM_001145294	NGLY1	82.0	20.0	24.390243902439025
NM_001145295	NGLY1	82.0	20.0	24.390243902439025
NM_018297	NGLY1	82.0	21.0	25.609756097560975
NM_001145293	NGLY1	82.0	21.0	25.609756097560975
NM_001024847	TGFBR2	100.0	50.0	50.0
NM_003242	TGFBR2	100.0	50.0	50.0
NM_001039111	TRIM71	2.0	2.0	100.0
NM_001135602	GLB1	189.0	38.0	20.105820105820104
NM_000404	GLB1	189.0	51.0	26.984126984126984
NM_001317040	GLB1	189.0	51.0	26.984126984126984
NM_001079811	GLB1	189.0	49.0	25.925925925925924
NM_006371	CRTAP	9.0	9.0	100.0
NM_000249	MLH1	3857.0	601.0	15.582058594762769
NM_001258271	MLH1	3857.0	537.0	13.92273787918071
NM_001258273	MLH1	3857.0	563.0	14.596836919885922
NM_001258274	MLH1	3857.0	546.0	14.156079854809436
NM_001167619	MLH1	3857.0	523.0	13.559761472647136
NM_001167617	MLH1	3857.0	542.0	14.052372310085559
NM_001167618	MLH1	3857.0	545.0	14.130152968628467
NM_006225	PLCD1	12.0	4.0	33.33333333333333
NM_001130964	PLCD1	12.0	4.0	33.33333333333333
NR_024071	PLCD1	12.0	4.0	33.33333333333333
NM_001172567	MYD88	18.0	4.0	22.22222222222222
NM_002468	MYD88	18.0	4.0	22.22222222222222
NM_001172569	MYD88	18.0	3.0	16.666666666666664
NM_001172568	MYD88	18.0	4.0	22.22222222222222
NM_001172566	MYD88	18.0	3.0	16.666666666666664
NR_028389	ACVR2B	1.0	0.0	0.0
NM_001106	ACVR2B	1.0	1.0	100.0
NM_001160161	SCN5A	1026.0	170.0	16.569200779727094
NM_001160160	SCN5A	1026.0	167.0	16.276803118908383
NM_000335	SCN5A	1026.0	174.0	16.95906432748538
NM_198056	SCN5A	1026.0	174.0	16.95906432748538
NM_001099405	SCN5A	1026.0	170.0	16.569200779727094
NM_001099404	SCN5A	1026.0	171.0	16.666666666666664
NM_001293307	SCN10A	6.0	2.0	33.33333333333333
NM_001293306	SCN10A	6.0	2.0	33.33333333333333
NM_006514	SCN10A	6.0	2.0	33.33333333333333
NM_001287223	SCN11A	14.0	7.0	50.0
NM_014139	SCN11A	14.0	7.0	50.0
NM_145755	TTC21A	6.0	3.0	50.0
NM_001105513	TTC21A	6.0	3.0	50.0
NM_001198621	XIRP1	2.0	1.0	50.0
NM_194293	XIRP1	2.0	1.0	50.0
NM_017875	SLC25A38	5.0	5.0	100.0
NM_001304288	RPSA	14.0	7.0	50.0
NM_002295	RPSA	14.0	7.0	50.0
NM_001330729	CTNNB1	300.0	75.0	25.0
NM_001904	CTNNB1	300.0	75.0	25.0
NM_001098209	CTNNB1	300.0	75.0	25.0
NM_001098210	CTNNB1	300.0	75.0	25.0
NM_001042646	TRAK1	9.0	2.0	22.22222222222222
NM_001265608	TRAK1	9.0	2.0	22.22222222222222
NM_001265609	TRAK1	9.0	2.0	22.22222222222222
NM_001265610	TRAK1	9.0	1.0	11.11111111111111
NM_014965	TRAK1	9.0	2.0	22.22222222222222
NM_152393	KLHL40	10.0	10.0	100.0
NM_032806	POMGNT2	7.0	7.0	100.0
NM_001346469	ANO10	98.0	7.0	7.142857142857142
NM_001346468	ANO10	98.0	9.0	9.183673469387756
NM_001204833	ANO10	98.0	7.0	7.142857142857142
NM_001204832	ANO10	98.0	7.0	7.142857142857142
NM_001204834	ANO10	98.0	7.0	7.142857142857142
NM_001346465	ANO10	98.0	9.0	9.183673469387756
NM_001204831	ANO10	98.0	9.0	9.183673469387756
NM_018075	ANO10	98.0	9.0	9.183673469387756
NM_001346463	ANO10	98.0	9.0	9.183673469387756
NM_001346464	ANO10	98.0	9.0	9.183673469387756
NM_001346466	ANO10	98.0	7.0	7.142857142857142
NM_001346467	ANO10	98.0	9.0	9.183673469387756
NM_016006	ABHD5	11.0	11.0	100.0
NM_015340	LARS2	11.0	11.0	100.0
NR_048543	LARS2	11.0	0.0	0.0
NM_001276379	LZTFL1	16.0	4.0	25.0
NM_001276378	LZTFL1	16.0	4.0	25.0
NR_075080	LZTFL1	16.0	4.0	25.0
NM_020347	LZTFL1	16.0	4.0	25.0
NM_024513	FYCO1	9.0	9.0	100.0
NM_000579	CCR5	1.0	1.0	100.0
NM_001100168	CCR5	1.0	0.0	0.0
NM_001174136	TDGF1	2.0	1.0	50.0
NM_003212	TDGF1	2.0	1.0	50.0
